,EbN0 (in dBs),BER
0,2.4303804868629446,0.0174805
1,3.430380486862945,0.0085915
2,4.430380486862945,0.003758
3,5.430380486862944,0.0012745
4,6.430380486862944,0.000344
5,7.430380486862945,5.4e-05
6,8.430380486862944,7e-06
7,9.430380486862944,2.5e-06
