,EbN0 (in dBs),BER
0,2.4303804868629446,0.010823
1,3.430380486862945,0.00455
2,4.430380486862945,0.001628
3,5.430380486862944,0.0004185
4,6.430380486862944,8.7e-05
5,7.430380486862945,0.0
6,8.430380486862944,0.0
7,9.430380486862944,0.0
