,EbN0 (in dBs),BER
0,2.4303804868629446,0.0153845
1,3.430380486862945,0.008132
2,4.430380486862945,0.0037245
3,5.430380486862944,0.001399
4,6.430380486862944,0.0004765
5,7.430380486862945,0.0001235
6,8.430380486862944,3.6e-05
7,9.430380486862944,4.5e-06
