,EbN0 (in dBs),BER
0,2.4303804868629446,0.0155695
1,3.430380486862945,0.0081055
2,4.430380486862945,0.003623
3,5.430380486862944,0.001478
4,6.430380486862944,0.0005015
5,7.430380486862945,0.00015
6,8.430380486862944,2.85e-05
7,9.430380486862944,9e-06
